Id,Score
4495,5
4496,5
4498,5
4499,5
4508,5
4520,5
4521,5
4524,5
4532,5
4536,5
4538,5
4545,4
4552,5
4565,5
4567,5
4577,5
4579,4
4582,5
4590,5
4595,3
4614,5
4616,5
4617,4
4619,4
4626,5
4633,5
4637,4
4647,5
4654,5
4663,5
4669,1
4674,5
4676,5
4694,5
4695,3
4712,5
4720,5
4732,4
4742,5
4743,3
4747,3
4758,4
4763,5
4788,5
4796,5
4797,5
4805,5
4812,5
4815,5
4818,4
4825,4
4828,1
4832,5
4833,5
4842,5
4847,5
4852,5
4857,5
4864,5
4868,5
4889,4
4890,5
4897,5
4902,3
4908,5
4909,5
4919,5
4931,5
4933,5
4935,5
4948,5
4950,5
4963,5
4970,4
4972,5
4975,5
4982,5
4989,5
4995,5
4997,5
5007,5
5015,5
5016,5
5032,5
5034,4
5038,5
5039,5
5041,5
5044,5
5045,5
5056,5
5063,5
5075,5
5078,5
5082,5
5083,5
5103,4
5109,1
5112,5
5115,5
5117,5
5121,5
5133,5
5137,1
5139,3
5140,4
5149,5
5156,5
5159,4
5162,5
5174,1
5175,5
5182,1
5183,5
5189,4
5191,2
5199,2
5208,4
5212,3
5216,5
5221,5
5242,5
5251,5
5255,5
5257,5
5262,5
5273,4
5295,5
5297,5
5299,3
5309,5
5312,5
5315,5
5324,5
5325,5
5336,5
5338,5
5343,5
5344,5
5347,5
5351,5
5353,1
5360,5
5361,5
5362,5
5364,5
5368,5
5370,5
5379,4
5381,3
5384,5
5387,5
5400,5
5413,5
5420,5
5422,5
5433,5
5437,5
5440,5
5447,5
5448,5
5454,5
5484,4
5489,5
5490,5
5500,4
5505,1
5514,1
5517,4
5518,5
5535,3
5536,1
5561,3
5563,5
5581,5
5583,4
5586,5
5591,5
5601,5
5602,4
5604,4
5625,5
5626,5
5631,5
5645,5
5646,5
5649,2
5657,5
5659,5
5660,5
5665,5
5666,5
5675,5
5677,5
5678,5
5684,5
5689,5
5692,5
5694,5
5696,5
5701,4
5703,5
5708,4
5717,5
5719,5
5722,5
5730,5
5733,5
5735,4
5739,5
5744,5
5745,5
5748,5
5752,5
5756,4
5759,5
5761,5
5762,5
5763,4
5765,5
5766,5
5767,5
5772,4
5777,4
5778,5
5783,5
5784,5
5794,5
5799,5
5813,5
5817,5
5838,5
5840,5
5846,5
5851,5
5852,5
5854,5
5859,5
5861,5
5864,5
5874,5
5879,5
5888,5
5889,5
5895,5
5900,5
5901,5
5925,4
5928,5
5930,4
5934,3
5944,4
5950,1
5974,4
5978,5
5980,5
5985,4
5986,5
5992,5
5999,5
6014,5
6016,5
6026,5
6033,5
6043,4
6044,5
6048,4
6065,5
6068,5
6084,5
6087,4
6099,5
6106,5
6107,4
6122,4
6137,5
6147,5
6160,4
6161,4
6164,3
6169,4
6175,3
6179,4
6183,5
6202,5
6209,5
6224,5
6226,5
6227,4
6228,5
6230,5
6240,5
6247,5
6253,5
6262,5
6271,5
6272,5
6274,5
6275,4
6287,5
6294,5
6295,5
6313,5
6316,5
6329,5
6339,5
6340,5
6344,5
6346,5
6347,4
6350,5
6358,4
6369,5
6370,5
6375,5
6380,5
6382,4
6389,5
6390,4
6392,5
6393,5
6401,4
6409,5
6410,5
6413,5
6421,5
6431,5
6464,5
6471,4
6475,5
6476,5
6481,5
6493,5
6504,5
6505,5
6506,5
6510,5
6515,4
6519,5
6523,5
6524,3
6525,5
6536,5
6538,5
6543,1
6546,5
6547,5
6548,5
6550,4
6553,5
6560,5
6563,5
6564,5
6565,5
6566,5
6570,5
6572,5
6573,5
6582,5
6591,5
6597,5
6598,5
6599,5
6610,4
6612,5
6623,5
6639,5
6640,2
6642,5
6646,1
6655,5
6657,4
6665,5
6668,5
6675,5
6679,5
6680,5
6683,5
6689,4
6692,5
6699,5
6700,5
6704,1
6710,5
6713,4
6717,1
6719,5
6723,5
6725,3
6728,5
6744,5
6745,1
6749,5
6758,5
6762,4
6776,5
6779,5
6780,5
6783,3
6789,5
6805,2
6815,5
6823,1
6836,5
6845,3
6851,4
6871,1
6875,5
6880,5
6883,5
6889,5
6890,5
6896,5
6902,1
6909,5
6910,1
6912,5
6913,5
6914,4
6915,5
6916,1
6917,4
6925,5
6936,5
6953,5
6959,5
6965,1
6974,3
6982,4
6983,4
6987,4
7001,5
7005,4
7020,5
7023,2
7029,5
7035,5
7037,4
7044,5
7046,5
7051,5
7062,4
7064,3
7068,5
7074,1
7083,5
7088,5
7090,4
7099,5
7101,5
7103,5
7112,4
7117,4
7126,5
7130,5
7138,5
7146,4
7147,5
7153,5
7154,5
7156,5
7163,5
7168,5
7169,5
7171,2
7175,5
7188,5
7189,5
7196,5
7202,5
7205,4
7206,5
7208,5
7220,5
7222,5
7232,5
7236,5
7241,5
7254,1
7259,5
7263,5
7268,5
7272,3
7275,5
7293,5
7295,5
7300,4
7305,5
7309,5
7323,5
7334,5
7339,5
7342,5
7349,5
7355,5
7358,5
7362,1
7375,5
7382,5
7388,5
7393,5
7397,4
7401,3
7403,1
7409,4
7412,4
7413,4
7414,5
7418,4
7420,5
7424,5
7429,2
7432,5
7451,5
7454,5
7455,5
7459,5
7460,5
7462,5
7468,5
7480,5
7485,4
7492,4
7499,5
7507,5
7510,4
7524,5
7529,3
7533,5
7538,5
7544,3
7546,3
7547,5
7556,4
7560,5
7562,5
7564,3
7582,1
7592,1
7598,5
7601,4
7611,5
7625,5
7627,3
7632,5
7635,5
7641,4
7653,5
7654,5
7658,5
7659,5
7661,5
7671,5
7692,5
7697,5
7702,5
7711,5
7715,5
7736,5
7739,2
7741,1
7748,5
7758,3
7761,4
7766,5
7767,4
7768,5
7769,4
7771,5
7774,5
7783,5
7795,5
7796,5
7797,5
7801,4
7805,5
7806,3
7814,4
7823,5
7838,5
7850,5
7856,5
7857,5
7870,3
7876,5
7891,5
7900,5
7914,4
7919,5
7928,5
7930,5
7936,5
7937,5
7959,5
7964,4
7972,5
7983,4
7985,5
8010,5
8017,5
8020,5
8022,5
8026,5
8036,2
8040,5
8041,5
8048,5
8049,4
8051,5
8056,5
8058,5
8060,5
8062,5
8067,5
8076,5
8090,5
8092,3
8097,5
8099,5
8102,5
8113,3
8125,5
8139,5
8146,4
8149,5
8160,5
8170,4
8175,5
8186,5
8199,5
8209,5
8211,5
8215,5
8225,4
8227,5
8230,5
8232,5
8235,5
8247,4
8253,1
8255,3
8258,5
8260,5
8264,4
8267,4
8274,4
8286,1
8287,4
8288,1
8290,5
8310,5
8319,4
8325,5
8326,3
8341,5
8349,5
8350,5
8357,4
8365,3
8367,5
8369,4
8373,5
8376,5
8392,3
8393,5
8395,5
8397,5
8407,5
8413,4
8416,3
8420,5
8421,1
8433,5
8434,5
8435,5
8447,5
8451,5
8462,5
8463,5
8464,5
8466,5
8470,1
8474,5
8478,5
8488,5
8489,5
8490,5
8494,5
8509,5
8529,5
8543,5
8549,4
8551,5
8559,5
8574,5
8577,5
8579,5
8580,4
8587,5
8594,5
8598,4
8599,5
8603,4
8604,5
8607,5
8609,5
8611,4
8632,4
8635,5
8641,5
8649,5
8656,5
8660,5
8666,5
8673,5
8674,5
8684,3
8686,5
8689,5
8696,5
8707,5
8715,4
8719,5
8724,5
8731,2
8732,5
8735,5
8736,5
8741,5
8742,5
8749,5
8751,5
8759,5
8760,2
8763,5
8766,5
8769,5
8771,5
8774,5
8783,5
8787,5
8791,4
8796,5
8808,3
8850,1
8851,2
8862,5
8863,5
8868,5
8875,5
8878,5
8893,4
8904,5
8925,5
8928,3
8939,5
8949,5
8966,5
8969,5
8970,5
8972,5
8974,5
8978,5
8990,5
8995,4
8997,5
9006,5
9011,5
9013,5
9023,5
9033,5
9045,5
9046,5
9063,5
9065,5
9074,5
9081,5
9086,5
9091,5
9096,5
9098,3
9100,5
9104,5
9107,3
9116,5
9124,5
9127,5
9131,5
9132,5
9134,5
9136,5
9137,5
9138,5
9146,5
9153,5
9169,5
9181,5
9186,5
9188,5
9196,5
9200,5
9204,5
9213,5
9214,5
9215,5
9220,5
9221,5
9224,5
9226,5
9229,4
9253,5
9255,5
9258,5
9267,5
9276,5
9277,5
9279,5
9280,5
9282,5
9286,5
9296,5
9300,5
9301,5
9318,5
9321,5
9354,5
9361,5
9371,4
9380,5
9383,5
9387,5
9403,5
9412,5
9413,4
9425,5
9426,5
9428,5
9434,5
9439,5
9447,5
9449,5
9455,2
9456,5
9457,5
9462,5
9480,5
9488,5
9500,5
9501,5
9515,5
9523,5
9524,5
9538,5
9543,5
9548,5
9560,5
9574,5
9588,5
9591,5
9592,5
9596,4
9607,5
9608,5
9610,3
9611,5
9620,5
9636,5
9638,5
9641,5
9645,5
9647,5
9659,5
9661,5
9671,5
9672,5
9675,5
9690,5
9694,5
9695,5
9703,5
9707,5
9708,5
9711,5
9712,5
9730,5
9731,5
9737,5
9741,5
9750,5
9751,5
9752,2
9756,5
9758,5
9761,5
9767,5
9772,4
9784,5
9786,5
9790,5
9794,5
9813,5
9818,5
9819,1
9822,5
9824,5
9828,4
9837,5
9840,5
9853,5
9858,4
9878,4
9882,5
9889,4
9890,5
9893,4
9897,5
9899,4
9908,5
9916,4
9918,5
9920,5
9923,5
9925,5
9930,5
9936,5
9943,5
9945,5
9950,5
9956,5
9966,5
9970,5
9972,5
9976,3
9982,5
9992,5
9995,5
9996,5
9998,5
10002,5
10003,5
10008,5
10012,5
10022,5
10027,5
10032,5
10034,5
10035,5
10037,5
10040,5
10041,5
10044,5
10047,5
10049,5
10055,5
10058,5
10063,4
10072,5
10078,4
10081,5
10086,5
10088,5
10091,4
10093,5
10095,5
10097,4
10105,5
10107,4
10111,3
10112,3
10117,3
10129,5
10132,4
10141,5
10152,5
10154,5
10155,5
10159,4
10161,5
10162,5
10180,4
10193,5
10195,4
10196,4
10197,5
10204,5
10209,1
10218,5
10222,5
10225,5
10227,4
10228,5
10241,5
10244,5
10254,5
10256,4
10257,5
10265,5
10268,5
10271,5
10284,4
10285,5
10300,5
10320,5
10326,5
10327,5
10338,5
10344,2
10345,1
10351,5
10353,1
10356,4
10372,5
10374,1
10375,4
10378,5
10393,3
10394,3
10402,3
10403,4
10405,3
10414,4
10420,5
10426,4
10427,3
10428,1
10429,5
10430,4
10432,4
10444,4
10445,5
10454,5
10458,5
10462,3
10463,5
10464,4
10472,5
10479,5
10487,5
10488,5
10492,5
10493,5
10494,4
10499,5
10500,5
10511,5
10513,5
10516,5
10525,5
10527,5
10541,5
10543,5
10547,4
10548,5
10554,4
10556,5
10562,2
10571,5
10592,5
10593,4
10594,2
10623,1
10629,5
10630,5
10645,4
10649,5
10650,3
10652,5
10656,5
10660,5
10665,5
10671,5
10690,2
10691,1
10692,2
10699,5
10700,2
10706,5
10707,5
10723,5
10725,5
10729,5
10734,5
10737,4
10744,5
10747,5
10751,5
10752,5
10753,5
10755,5
10759,5
10760,5
10763,5
10767,5
10771,5
10777,5
10782,5
10787,5
10788,5
10809,5
10812,5
10814,5
10819,5
10821,5
10831,5
10833,5
10836,5
10837,5
10842,5
10844,5
10862,5
10870,5
10872,5
10873,5
10879,5
10880,5
10897,4
10909,5
10910,4
10919,5
10926,5
10928,5
10929,4
10934,3
10935,4
10936,5
10946,4
10956,3
10963,3
10970,3
10972,5
10985,4
10992,4
10994,4
10996,1
10998,3
11011,5
11013,5
11017,3
11019,3
11027,5
11031,5
11033,5
11041,3
11042,5
11043,5
11047,5
11048,5
11052,4
11055,4
11058,5
11066,5
11067,5
11070,5
11081,5
11094,5
11099,5
11100,5
11112,5
11113,5
11129,5
11136,5
11146,4
11156,5
11159,4
11160,5
11171,5
11172,5
11179,5
11180,1
11188,4
11189,4
11190,5
11195,4
11212,5
11217,4
11218,5
11238,4
11241,3
11246,5
11269,5
11270,5
11277,5
11281,5
11290,4
11293,5
11296,5
11299,5
11310,5
11322,5
11333,5
11334,5
11341,5
11344,5
11349,5
11356,5
11362,5
11363,3
11371,5
11377,3
11380,2
11382,3
11387,4
11401,5
11409,5
11413,5
11416,5
11419,5
11422,5
11426,5
11428,5
11431,5
11440,5
11441,5
11456,5
11461,5
11463,4
11464,5
11469,5
11474,5
11490,5
11496,5
11506,4
11513,5
11522,5
11539,5
11544,5
11545,3
11548,4
11558,5
11563,1
11564,5
11569,5
11585,5
11596,4
11603,5
11617,5
11619,5
11620,5
11621,5
11628,5
11629,4
11635,5
11638,4
11647,1
11648,4
11653,5
11664,2
11671,5
11680,5
11683,5
11689,5
11692,5
11695,5
11696,5
11705,4
11722,5
11752,5
11756,5
11761,5
11763,5
11775,5
11781,5
11785,5
11786,5
11788,5
11790,5
11821,5
11823,5
11827,5
11837,5
11844,5
11849,5
11853,5
11856,5
11857,5
11859,5
11860,5
11874,5
11875,1
11878,5
11880,5
11882,5
11887,5
11891,5
11901,5
11909,5
11916,2
11926,5
11946,5
11948,5
11954,5
11960,5
11961,5
11963,5
11971,5
11977,5
11981,5
11982,4
11988,5
11997,5
12001,5
12010,5
12011,5
12026,5
12030,5
12036,5
12042,5
12045,5
12049,5
12054,5
12055,5
12060,5
12066,5
12072,5
12075,5
12084,5
12089,5
12093,5
12107,5
12113,5
12115,4
12121,5
12125,5
12129,5
12130,5
12132,5
12133,5
12135,5
12138,5
12146,5
12148,5
12149,5
12155,5
12163,4
12179,5
12184,5
12188,4
12192,5
12193,3
12196,4
12199,4
12200,4
12203,5
12211,4
12223,3
12237,5
12250,4
12266,5
12273,5
12275,5
12278,4
12279,5
12285,4
12287,4
12292,5
12299,5
12304,5
12307,5
12308,5
12315,5
12316,4
12319,5
12323,4
12326,5
12329,3
12335,2
12346,5
12359,5
12364,5
12371,5
12374,5
12386,5
12388,5
12389,5
12391,5
12392,5
12393,5
12401,5
12407,3
12410,3
12414,5
12439,5
12440,1
12445,4
12447,5
12448,5
12457,5
12465,5
12467,5
12476,4
12483,5
12488,5
12495,4
12499,1
12503,3
12528,4
12553,5
12554,5
12562,4
12566,5
12570,5
12582,5
12583,5
12586,1
12595,5
12598,5
12610,3
12617,5
12619,4
12630,5
12631,5
12648,5
12657,1
12658,5
12673,5
12678,4
12684,5
12685,2
12689,4
12694,5
12695,5
12699,4
12709,4
12710,5
12714,5
12716,5
12719,5
12726,5
12734,4
12742,4
12744,5
12749,5
12758,4
12759,4
12760,1
12768,5
12770,4
12775,5
12776,5
12778,5
12780,5
12783,5
12789,5
12801,5
12808,5
12815,5
12818,4
12821,5
12823,5
12828,5
12829,3
12839,5
12845,4
12847,5
12856,5
12857,4
12858,4
12861,5
12866,5
12870,4
12872,5
12875,3
12883,4
12884,5
12887,5
12888,5
12920,1
12923,3
12933,5
12936,1
12942,5
12945,5
12948,1
12951,4
12960,1
12961,5
12966,2
12968,4
12976,5
12979,4
12995,5
13005,1
13010,5
13013,5
13014,5
13017,5
13020,4
13025,5
13026,5
13030,5
13036,4
13057,5
13058,5
13061,5
13065,4
13073,5
13080,5
13095,3
13096,1
13098,5
13111,1
13112,5
13130,5
13131,5
13132,5
13134,3
13138,4
13161,4
13164,2
13165,5
13166,3
13173,5
13174,4
13177,2
13178,4
13181,4
13187,3
13191,5
13200,5
13203,5
13205,1
13206,5
13211,5
13230,4
13233,4
13235,5
13246,1
13247,5
13250,4
13253,2
13256,4
13261,3
13262,4
13268,5
13272,4
13288,4
13291,4
13296,5
13311,5
13313,4
13315,4
13316,4
13318,5
13329,4
13331,4
13340,5
13349,5
13350,5
13351,5
13358,4
13373,5
13392,5
13393,5
13409,5
13410,4
13416,5
13422,5
13423,5
13426,4
13437,5
13443,5
13444,5
13447,5
13457,5
13459,5
13463,5
13464,5
13477,5
13486,5
13488,5
13493,5
13496,5
13498,5
13505,5
13515,5
13516,5
13527,5
13536,5
13539,5
13540,4
13541,5
13545,5
13550,5
13568,5
13570,4
13576,5
13581,5
13588,5
13591,5
13597,5
13600,5
13613,5
13614,4
13619,5
13628,5
13630,5
13646,1
13649,5
13650,5
13653,5
13655,5
13663,1
13665,5
13666,3
13675,5
13681,5
13682,5
13705,5
13710,5
13711,5
13715,5
13716,5
13725,5
13730,5
13731,5
13737,5
13739,5
13744,5
13747,4
13749,5
13754,5
13760,4
13766,5
13771,5
13779,2
13787,5
13796,3
13801,4
13811,5
13819,2
13822,5
13830,1
13833,4
13858,5
13860,5
13862,4
13876,4
13882,5
13883,5
13891,1
13897,4
13899,5
13914,4
13920,4
13929,4
13933,5
13952,5
13954,5
13956,5
13958,4
13962,5
13967,5
13972,5
13980,4
13982,5
14005,5
14011,4
14013,5
14019,2
14020,4
14028,5
14032,1
14041,5
14045,5
14048,4
14049,5
14058,5
14061,5
14062,5
14067,5
14072,5
14085,5
14086,5
14087,3
14090,5
14100,5
14106,4
14109,3
14113,5
14116,5
14120,5
14124,5
14130,4
14131,5
14150,5
14166,5
14179,5
14181,5
14186,5
14189,4
14200,5
14203,5
14205,5
14207,5
14214,1
14216,5
14219,4
14220,5
14222,5
14232,4
14237,5
14241,5
14247,5
14255,4
14257,3
14276,5
14295,4
14296,5
14298,4
14300,5
14309,4
14313,5
14317,5
14325,5
14335,5
14344,5
14347,5
14361,4
14363,4
14365,4
14368,5
14373,5
14383,5
14391,5
14399,5
14401,4
14405,5
14406,5
14410,4
14418,5
14428,3
14451,5
14453,5
14460,1
14470,5
14498,5
14511,5
14515,4
14529,5
14530,5
14531,5
14532,5
14552,5
14555,1
14561,5
14564,5
14567,3
14571,5
14578,5
14591,3
14592,5
14615,5
14616,3
14617,5
14621,5
14624,4
14632,5
14643,5
14654,5
14655,4
14663,5
14664,5
14665,1
14670,5
14672,3
14684,5
14698,5
14701,3
14702,4
14708,5
14712,4
14732,5
14740,4
14747,4
14755,5
14759,5
14765,5
14775,4
14783,5
14784,5
14786,1
14789,3
14792,5
14795,4
14804,3
14806,4
14807,4
14808,1
14810,5
14814,3
14815,4
14819,4
14821,4
14822,3
14825,5
14826,5
14844,3
14860,5
14865,3
14873,4
14878,5
14883,4
14885,1
14888,5
14890,5
14893,3
14895,2
14901,5
14903,3
14906,1
14917,5
14924,4
14926,4
14928,5
14929,5
14932,5
14935,1
14936,5
14938,4
14941,1
14948,4
14950,5
14958,5
14967,5
14987,1
14989,3
14991,5
14992,3
14996,5
14999,5
15002,5
15003,5
15015,5
15022,5
15031,3
15032,1
15033,1
15034,4
15036,1
15037,5
15043,3
15050,5
15064,5
15071,5
15077,5
15085,5
15087,5
15089,5
15090,5
15092,4
15102,5
15103,5
15111,5
15132,5
15134,5
15137,3
15138,4
15147,5
15151,5
15157,3
15158,5
15172,5
15175,5
15203,5
15226,4
15241,4
15255,5
15263,5
15274,4
15275,5
15305,5
15308,4
15311,5
15314,1
15324,2
15330,5
15331,5
15337,5
15339,4
15346,5
15350,5
15354,4
15356,4
15364,5
15369,5
15371,5
15382,5
15385,5
15387,5
15394,5
15399,5
15404,4
15406,3
15409,5
15414,4
15418,5
15420,5
15435,5
15441,5
15445,5
15449,1
15458,4
15463,4
15465,5
15478,5
15490,1
15513,5
15518,5
15520,1
15522,5
15523,5
15528,5
15531,5
15536,4
15545,5
15550,3
15551,5
15556,5
15560,5
15562,4
15571,4
15574,4
15591,5
15598,2
15601,4
15605,5
15608,5
15611,5
15612,5
15613,4
15615,5
15619,5
15622,5
15626,4
15627,5
15636,3
15641,1
15648,5
15657,5
15664,5
15665,5
15668,4
15677,5
15687,5
15688,5
15695,5
15708,5
15712,3
15732,4
15741,5
15744,5
15746,5
15764,2
15766,5
15767,5
15769,5
15770,4
15777,5
15786,4
15787,5
15788,5
15794,4
15800,5
15806,3
15813,5
15818,5
15820,3
15826,5
15851,4
15853,5
15858,5
15861,2
15869,5
15873,5
15880,5
15886,5
15894,5
15895,5
15896,5
15897,5
15904,5
15914,4
15916,5
15917,5
15918,5
15920,4
15927,4
15933,5
15938,4
15939,5
15943,5
15948,5
15950,5
15966,5
15969,4
15971,5
15980,5
15995,5
15996,5
15997,3
15999,5
16002,5
16012,4
16019,5
16027,5
16030,5
16031,5
16032,3
16039,5
16040,5
16048,5
16049,5
16052,5
16065,5
16073,5
16077,5
16094,3
16103,5
16105,1
16106,1
16109,1
16113,5
16117,4
16122,5
16124,5
16126,5
16130,5
16144,3
16159,5
16161,5
16166,5
16169,5
16172,5
16173,5
16175,5
16202,5
16204,4
16205,4
16206,4
16208,5
16210,5
16212,5
16217,5
16229,5
16241,5
16254,5
16259,5
16261,5
16267,5
16278,4
16287,2
16302,5
16304,5
16323,4
16332,4
16339,5
16341,5
16348,5
16350,5
16352,5
16354,3
16376,5
16385,5
16388,5
16401,5
16411,4
16418,5
